Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
33.444282768510305,12.64232100385856,40.08278606303808,2.8727005942368127,127.44295931340773
35.43902209098065,11.604778700134235,40.49841791476297,5.75357153204958,296.15979749176086
34.235550989641865,12.64972031376154,38.05120663850523,4.659969709057025,223.52169851143293
32.250025247638874,13.219573938641199,36.79453140744611,3.993292420985183,199.37557563169358
31.832060927247134,12.9025303993171,38.73595542870259,1.7800932022121825,99.93034507068312
33.639494922958455,12.558001434218028,36.91565540839663,1.7799726016810133,89.12707548026941
31.283696830873165,13.173342158548069,41.221419596042594,1.2904180608409974,55.79318523151849
35.38089639561066,13.28622514949024,38.21845652973238,5.330880728874676,264.35184036521713
34.53327215693767,13.52037489014128,37.41548551790063,4.005575058716044,198.5114937516955
32.390071652263885,12.713580876348606,38.29548848938386,4.540362888980227,219.61792385136883
30.77292511218186,11.816170111651461,35.844597936752486,1.1029224714790122,49.970202320608564
34.76003408641504,12.161385055076655,36.445417538382955,5.8495492608099715,324.4504064505929
32.851098201171595,13.327159863159192,39.92066225271108,5.162213204002109,269.3290491589302
34.6091612055655,11.10137076191404,36.94896915364577,2.061695553391381,97.17517130898584
30.927244043567324,12.405540639760192,36.3249424277089,1.909124836035503,109.39532989198986
32.2208124701601,11.567327306439903,38.85864440404366,1.917022549267169,89.17473766823825
33.00681680963364,12.031619305228299,39.897126647460794,2.5212112147976886,149.52305349161725
33.06107477189416,13.406297048868028,39.15032529706411,3.6237821581611893,188.58195175202135
32.41491488707698,12.210208974821894,39.593676297289306,3.1597250932105787,155.84021178044438
33.80970491205175,12.051080202971765,36.789127858288865,2.4561457009902097,131.76162356571604
31.612093441802628,10.504158244922088,35.72510293321305,4.059264473611897,171.5457006392249
32.81490666947232,12.820878922629943,40.40213384312878,1.6974693032602093,62.33811578481436
33.15638432122547,12.710032599255182,37.48371225785258,2.4607232426760905,99.15766200582341
33.66877048427637,14.379580195636006,37.59866717367193,2.8318092164684585,144.44932271869706
33.925099341515555,11.661443941551699,40.125110626958495,3.28034992108518,198.66779604396083
31.53796528061077,12.241065360430333,38.889968015041056,4.925879806965068,290.91999327210607
31.00565157804369,12.27432205208183,38.729420435330574,1.9983689107917986,112.67946756840507
34.66097986846806,13.735198607739822,41.46400375184174,3.571172192068058,188.57549910229204
33.43200821557347,11.895174914374353,36.97037083139177,3.9620728443102124,162.08248753245584
32.02696750247648,12.306923678347372,39.48454420492998,1.2322520635999887,50.759127185319
35.01649756817928,12.668686160688193,38.091220999835336,4.037724259507192,186.1305379371948
33.15037702458071,12.205270035471994,38.42974764618121,1.8526206184364575,80.21407895680056
34.533086339282974,11.508923023994418,40.44554948226005,1.3252579649263976,62.90002187462409
33.08777402583314,12.21349899218814,38.8125372100634,5.7444276862666666,277.77957275939076
35.67897230234658,13.180994924845749,38.86127372647941,5.828160165372797,251.82201206112407
35.28194309517617,10.870833170647833,39.71601173969568,5.041986740582305,267.05754215146595
32.676346606977205,12.146266641561564,37.416075632731385,2.5230688458668533,104.69858177854653
34.263042236240665,11.22986710356691,36.65726453225759,1.4883605700319193,79.20296578381897
33.83898873446069,13.314551291817327,36.328305289566345,4.421165132560784,262.53991002303866
34.77922102479205,10.324494404737848,34.8538294569984,3.2007624686980067,141.65043160317188
31.745599501245863,11.385185968001252,41.28993140790452,1.6101911742238941,29.903808256268107
33.89186689799797,12.414933062570974,36.23486661484531,3.475884550556351,168.07414309021533
34.37595183290446,13.722076432157774,37.64599420226276,1.171942605576092,80.61632297877603
30.713638667649953,11.927674712819714,37.55709872017773,5.546602010393911,316.4970496041074
31.461763933534492,11.389280520637481,38.49185071649456,2.2938999080000846,90.10400351095589
30.34899816891187,14.069272776384649,39.30517954006287,4.31261142176991,225.56455555322594
32.64977111522207,10.40718470954213,39.37675758137559,2.558555380447055,118.62155988675168
33.93280493253475,9.58131344771791,37.0670760982897,3.600340105889054,177.89803820837
34.95306416772484,12.484015895058665,37.73260525794174,3.7335513967163982,239.56443677616062
33.096323214545706,11.447740353212128,38.45212792078128,1.9242722776276353,66.1542073134787
35.11720020924268,10.876643901156216,37.60209419810632,5.847923138822793,297.4709501710312
31.20586810432064,12.77919209202929,40.57175292163199,4.875664116805573,253.1370692755873
30.7856028288383,12.268180785148319,38.785559922621204,5.697494707820946,306.5904618898342
32.92778799143439,11.379513506189598,39.17580445767971,5.474136752138244,275.6665006763301
33.499285083621096,10.591665161462016,39.06061002986786,3.9894998940554256,205.63600549285334
32.95749682747768,12.95970306110816,39.87755817197652,5.609371175115584,272.6355874073434
30.31232526994816,12.715221295754526,38.28963449392593,1.4424625102595976,77.50566433788202
32.88414394863337,11.89090654984268,35.92506888327065,1.979914312095726,92.1318700948381
31.30418964934369,14.031300695652433,38.63950072280423,1.2261364445526903,73.73826002475553
33.87057431347905,10.822906757041231,36.957828969933075,2.626651653816322,123.9403759699434
33.476577719925906,10.321922311982787,37.15421330920039,2.94338644844741,154.71133030041423
31.77815627777444,11.238901123130631,38.93818243000815,2.3567451588694794,117.2520016697744
32.331973007462295,11.949855382008952,39.98125291429382,5.143687545759647,279.7053823034257
31.623022421544363,12.267673394254961,38.0340345227777,2.7837666334679465,138.1604572016276
32.91851717354488,11.734640336358037,38.49413282015834,2.4046725484369036,84.77297805770755
34.24168501665161,12.387260936165726,40.72354391141638,3.7134804157912424,210.91245080384195
31.718556139763795,10.623306633390511,38.38520508718171,1.7046211248738132,67.11641022643828
33.6552604701732,13.588141064480585,42.16269298268863,5.010984903770199,237.47391841553355
32.31066509611583,11.909633703768174,38.90481543301047,1.372753218398854,56.72443503907286
31.96926531805895,13.22902541474694,35.182779585350694,5.9344346830025865,324.2104960135457
32.86086053205908,12.376997881015475,39.20534659376725,4.861223846483287,200.34770804459043
31.654184980854815,12.502428541069163,38.609853415812445,1.993578407670862,162.433891056743
32.28025590304866,12.626744008255425,40.06360440653239,1.027610585618012,72.50166546222164
31.442758739634495,12.492479416019046,39.077090162031936,5.0773071422741705,258.3301353962917
35.55414267279131,12.706995035854298,37.77847042562596,4.534286719238086,225.61645594957855
33.045842617563245,13.462067783145674,36.041122821937016,4.645035840204937,237.9628735074
32.09035683960964,12.216173286671618,37.665562788342356,4.856351733429729,253.2400352390732
33.27817388395449,12.779904133347364,36.63916727326512,1.370223258670452,81.41547465252374
32.85397353540192,11.90129073628405,37.071162480312445,2.792328642721363,150.72852145613714
32.71273952060681,13.58412893699442,38.941725447072976,1.5793452976256486,80.7588785063874
33.79841671005645,11.255968467734803,40.67184720696225,5.315517129377968,261.82908806275185
33.9847600230615,13.981034476201897,38.63147444771677,4.11649063413779,202.79906603381926
32.310348508106316,11.955826254291223,36.08658710074371,2.654490124263246,128.8263406061087
32.251436287161916,10.426147387670147,38.71136426915223,1.3177917514301183,88.5649895088472
32.64243279370286,12.140914856401869,39.91461037863304,2.554911608578311,139.6167148745328
30.00750248584374,11.25084317677763,37.02434735308899,2.6259166101337352,72.48805781340116
31.030251619141882,12.924707903887597,37.78557253332333,4.64803089169032,245.51956011511123
34.776936547677884,11.282113622767369,38.023501111566716,4.187787356776066,213.28409173317877
35.13845802755167,11.509198223463743,36.74416269906842,5.436063712881633,271.42901051516367
32.676253148576706,9.921505195959917,39.03724869415017,3.3610746258097466,160.2833622287096
33.74952405197249,11.502463048826016,37.80648296222755,1.5979712296915085,102.38081588429569
33.404625200906594,9.333732740708147,38.67125191025124,4.566223936114975,247.2617260482059
37.00254505099181,10.257706894165704,36.58001251551664,4.803925243084487,224.7387087977522
34.45544738486495,12.836456121758728,37.300066719482544,3.8063859878474813,198.46034513486475
32.833707131075,12.864380174515915,39.15581017252443,4.854835899772805,223.30866029781455
31.757797427219447,12.468003317963461,37.403466956653176,3.4689779818219537,145.85653579531908
30.911619783665156,10.936326242557865,40.76314216197345,3.6136641469099704,168.1488628536992
33.26450272662739,11.947517508243822,37.36058210301664,3.137705091792748,174.1331240372926
32.01674403113041,11.996037207000375,38.35949556120302,1.1270956337204758,75.41728259354552
31.151070177523025,10.725798841888203,39.49214533099694,1.5394571349665223,87.23456515027198
32.15945525048472,13.653738131943866,35.73061482730715,1.1571459284336711,72.3592121586435
31.593987595301286,12.965098519633239,35.18270590083076,4.182052056318902,219.42616855824426
35.19328412559433,11.75693940878737,35.55894989668785,2.5717799053816335,115.75936336462262
34.14613168403429,12.029574422893983,40.02013456548349,3.542853455823514,185.78112368465452
32.9896355662884,12.229221088742309,37.117026966572084,5.537832369630465,292.89980898607683
34.92392738055703,9.754091644733279,42.0931188570692,2.246461145744375,127.40888388349023
33.10057879994191,11.728104879227343,37.097203842148176,3.0519146151781484,176.37399818840026
31.880330538273256,11.249817327202422,38.29528208511526,4.777755692715243,253.05386157978344
34.98006130045056,10.898217989115594,40.4673759241086,2.1439908274581123,114.22850552373727
33.70058305679006,11.69078967782545,41.209748621054594,1.3848995491439648,90.6479822235268
31.651579999375606,13.977455179534475,41.298405722618234,2.4487572645688402,121.90743804346081
32.75255971849131,12.704927147393711,39.933385968949025,1.806106436270022,72.66782878894675
31.861696270599815,11.371703111238924,39.63850004129834,5.648488261712865,279.163073806768
31.202360349746364,12.629841059491774,38.94804311872189,5.040601897822085,237.13204199497525
34.204030811791135,13.539290980244603,39.24537772186662,4.167018782552118,194.84737362811828
35.48224163261117,13.017097051204045,37.11810285387435,5.357302950938589,264.9747741326191
31.181862154035116,12.06559340691219,36.69088178652431,5.018360384495573,235.0696208047794
33.73186000769774,11.288369544523869,37.99460086814248,1.932850294430179,90.48328412872816
32.154164660141625,12.768045644974949,37.72770460396011,5.462794992449889,235.2674562834187
32.366737001105896,12.432833923963925,37.27483512107636,3.6967112095782535,189.10143462637143
32.22988789848947,12.984712542030506,39.11421991593075,5.037200775820312,251.8841482982601
31.87681199941624,12.698688981850166,39.528488333712815,5.480456499617466,257.68105235950947
33.06307811632828,13.154507986851268,38.14145101806695,2.590017374859319,142.68578211161406
31.91976484866565,11.411241267283375,40.36404812968842,1.5502596226383838,96.26438388445035
33.35159387351379,13.449133472197758,36.173297417386394,2.1396758127097084,74.83259334810595
32.93469045771612,12.21735956516164,37.69014486515245,3.1355389431312815,141.52245158523976
32.689367539073665,14.282786959887792,36.853084287035514,5.090073829612465,239.1208444848773
31.820167239345924,11.241893400101475,35.013541412683104,5.303652916281717,246.38458379190854
32.25019727026117,13.909560183481775,37.86771090265168,1.0347606526559536,68.32752947143265
33.98200859357348,12.217701861808912,37.80520398658675,3.553736512887829,173.81030286893537
33.651192343911696,11.283440196024106,40.42151958918741,3.087055015743895,149.0624539609825
31.729178181761885,11.467725582540247,39.00929869528765,2.1105390523536514,65.4497053295475
33.129131997057996,11.647617960986247,36.36130108107327,1.5993268366684141,92.67470243760522
33.97680326038333,12.466582541042108,40.9665481061347,2.6880758570181396,109.61862495383753
30.829773134542215,12.57511903683905,39.953653912840565,5.714548519562596,286.9260785834564
33.70636825009392,11.368929995667562,38.931356325549785,2.616014660103776,136.34827176435263
32.1385891133704,11.973209948512919,37.63762544184027,3.5939531087168306,206.91082735261455
33.74177826917111,14.35649739447305,36.46489722124243,4.515094794475889,199.5783317414122
32.00776309649473,13.900297487110782,37.40446915828632,2.81814801189647,80.51715747840697
30.653653269136125,12.479956036641436,39.7419977915267,5.858910413604804,296.6225115753141
30.884194830751888,12.04180382598502,41.01533808949537,5.812236474710556,326.62204736574483
33.0625104306598,12.132034459390088,40.4691896452355,2.2589114791268208,137.7245010151298
33.33763925223793,12.674869770003458,37.217840925141964,3.4862425294619275,178.5053147785889
31.82438838736427,10.874928178281754,36.20861210673758,2.504391549083848,115.38685374155146
33.830170196410585,11.71688580883432,38.225417995057924,2.4242024718873383,137.35257552711312
30.840023919050353,10.164557518734652,35.170497015099436,1.184434736772664,39.75081284454383
32.91409626175849,12.439145434865807,38.51706834269565,4.047821669899484,211.91823888209862
31.425678940308806,12.711915533673015,37.76383586192213,3.5133951161443076,185.77915899054793
32.152613059857195,11.468494891470689,37.254341597010814,1.2573937562499466,84.07388596247493
33.061618272711335,13.731385439619036,35.44847509237313,2.3932323211830573,174.85481683737441
31.88146262513086,10.651657770697424,38.821760170511546,5.541329429833269,284.91479083523876
32.50007779250123,10.389187631769197,37.14767865654094,2.197809453334862,99.71120015259312
34.30818065197877,12.24689700041597,36.12813306286354,1.7244743604561155,85.71223177896589
32.250040569619905,13.15180813287337,33.40438045874936,3.447263801387815,136.9816719716084
34.08639974568469,13.852320460603655,37.95597615191898,5.928252270553004,282.51835090586906
31.531381088945096,11.495227310844166,40.83560255467159,2.210276357557502,102.32816911561304
33.68874543128987,13.186548916774425,40.658014743276595,4.360677737029393,207.5521188927778
34.87403920685527,11.957640683549222,37.268645989461966,4.808098076643588,243.4520012728538
29.786862149834523,11.810109970065099,37.03646070342115,2.1881877199619986,92.96098735045592
31.96403616788838,12.97202593123534,38.75003880972004,4.641081743059297,254.47470049945431
33.7501937653347,12.717555166254762,36.40258329729873,2.838915663596266,141.94992447817725
32.73604099814411,10.265968627317326,38.482867039711145,4.161529152967898,207.8904512256226
33.4824896353827,13.624194384698486,39.225728445415506,4.167648553804474,201.82453335996533
32.21481925726943,13.518100489562197,39.96309315821489,3.6788734203737925,187.0474846958692
33.11256672371477,11.311881028339517,37.83975347763207,1.4514488502720415,89.07440780695477
32.7976195939903,12.43538388678115,37.67412199971685,5.17651247794619,241.48301958309145
34.518116680157746,12.543433204911013,36.5952278611895,2.603900324858679,117.03268646142881
33.330747096291574,12.286741142406298,36.67699143353622,1.9325925519992713,90.55510702443027
33.43888346069776,11.394664330770038,37.63763377295756,1.2038757077738196,33.276366919226675
32.46455994404079,11.261214295268143,38.58778481090589,3.954464715941209,181.3380786026305
32.36611190870576,11.97189052190941,39.4617354019732,4.387821809211412,209.86667298967743
32.437674355834496,13.2900019211853,36.71491367891145,1.0829391446392806,71.63474084621858
33.51278778509179,12.597960170053875,40.388301710335234,3.560465291496405,183.27449115485874
32.45272017493366,11.592324234705284,37.56620223833189,2.1324788759896895,110.49574202683537
33.37670731396533,12.848868581713178,37.9658123290425,4.225863952047249,228.31115684572194
35.69802103823907,8.866603117306916,36.80446131336348,1.8718321450249573,90.84417148325993
34.1324621144612,13.263642270409314,34.12121558356329,4.45468869051233,230.5437315241943
32.576169408181805,10.086314843344091,39.41447263417768,2.933676731502687,144.61940151648443
34.56157809881313,11.601314964456554,39.17895023534789,5.6836499436836725,289.4897441721762
32.46950201507198,10.768363115911242,37.54987590861086,1.6876047207299663,72.72506288426668
30.35043810426879,10.575850376707004,38.1071851475598,2.7053317552512928,86.49024459703605
31.689487795807374,13.276909466116372,38.82550274832656,1.5673676062029454,75.68279706642119
30.567970502666387,11.48552867855692,35.499926628981534,5.623468091392814,309.6283672916395
32.5430324707463,12.381154269903787,37.15351571624593,5.386696766904905,287.85914639007706
33.02394389294642,11.948387363232898,39.27082348739492,2.289708138575778,133.79335662061231
35.17936850595787,12.524744909945433,35.9931369229292,4.299920230170895,239.7186259446691
33.42500558589341,12.084504080166282,38.469692691466605,5.0861110010060795,256.0787018695327
